,project_name,project_type,project_owner,base_price,target_price,target_rate,bid_days,bid_start_month,bid_start_weekday,bid_start_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding
4729,해남읍 고도사거리 회전교차로 설치공사 건설폐기물 처리 용역,용역,전라남도 해남군,39800000,39470000,99.171,5,7,4,3Q,101.044,98.191,99.84409090909092,0.7722019788267156,22
4730,2020년 적조방제용 건설장비임차 용역(단가계약),용역,경상남도 남해군,1408000,1399000,99.361,6,7,2,3Q,100.714,99.433,100.1868,0.5639345706728702,5
4731,진안군 군도 건설.관리계획 및 농어촌도로 정비계획 수립용역,용역,전라북도 진안군,55700000,56197000,100.892,7,7,0,3Q,100.489,99.294,99.98570000000001,0.4491567531373551,10
4733,대서 화천지구 지표수보강 개발사업 건설사업관리 용역,용역,전라남도 고흥군,193897000,191671000,98.852,7,7,1,3Q,100.978,98.528,99.92249999999999,0.6860312999014261,10
4734,안동시 임하2리마을 LPG배관망 구축사업 건설폐기물 처리용역,용역,재단법인 한국엘피지배관망사업단,24123000,24186000,100.261,6,7,1,3Q,100.831,98.285,99.90671428571427,0.742243317825864,14
4739,경상남도 수산물 안전관리센터 건립 공사 건설폐기물 처리 용역 소액수의 견적서 제출 안내,용역,경상남도 수산안전기술원,25487000,25689000,100.793,4,7,4,3Q,0.0,0.0,0.0,0.0,0
4740,부산보건고등학교 외부창호교체 및 기타공사 건설폐기물처리용역 견적제출 안내공고,용역,부산광역시교육청 부산보건고등학교,52390000,52360000,99.943,5,7,3,3Q,0.0,0.0,0.0,0.0,0
4741,광산구 흑석동 흑석사거리 주변 배수관 정비구간 포장복구공사 건설폐기물처리,용역,광주광역시 상수도사업본부 시설관리소,14359000,14384000,100.174,4,7,4,3Q,100.088,98.37,99.34966666666666,0.8840601412422816,3
4742,장항초등학교 급경사지 보강공사 건설사업관리용역,용역,충청남도교육청 충청남도서천교육지원청,128620000,128275000,99.732,5,7,3,3Q,99.097,99.097,99.097,,1
4744,발산빗물저류조개선(복개)사업 건설폐기물 처리용역(긴급)/물8490,용역,서울특별시 강서구,68800000,69164000,100.529,7,7,1,3Q,100.543,99.246,99.81519999999999,0.47240099491851567,5
4746,토일1지구 하천재해예방사업 건설폐기물처리용역(4차),용역,경상북도,300000000,298187000,99.396,4,7,4,3Q,100.757,98.165,99.61164000000001,0.6319518626182424,25
4748,일로 의산~구정간 군도3호선 확포장공사 건설폐기물처리용역,용역,전라남도 무안군,75250000,75090000,99.787,4,7,4,3Q,101.06,98.849,99.53,0.8928384512329206,5
4749,강서문예회관 건립공사 건설폐기물처리용역,용역,서울특별시 강서구,57480000,57152000,99.429,7,7,1,3Q,100.543,99.246,99.81519999999999,0.47240099491851567,5
4751,"삼선동 278-5,6번지 공영주차장 건설공사",공사,서울특별시 성북구,4785136000,4741728000,99.093,4,7,4,3Q,99.966,99.966,99.966,,1
4752,구립 청소년문화의 집 신축공사 건설폐기물 처리용역 시행(긴급),용역,서울특별시 강동구,59763000,60388000,101.046,6,7,1,3Q,101.563,98.846,99.9716,1.0181872617549288,5
4753,대정고 급식소 철거공사 건설폐기물 처리용역 수의계약 안내 공고,용역,제주특별자치도교육청,46144000,46161000,100.037,4,7,4,3Q,101.533,98.841,100.15263636363635,0.6550977786308695,22
4755,보령시 건설기계 공영주기장 조성사업 소규모 재해영향평가용역,용역,충청남도 보령시,30800000,30583000,99.295,5,7,3,3Q,101.728,98.556,99.886,1.197112716974828,8
4757,계산여자고등학교 옥상방수공사 건설폐기물처리용역 수의계약 안내공고,용역,인천광역시교육청 인천광역시서부교육지원청,6952000,6946000,99.914,5,7,3,3Q,100.907,98.672,99.67636363636365,0.8193500195554132,11
4758,중앙8분구(역사도심)처리구역 하수관로 정비사업(1공구) 건설폐기물 처리용역,용역,전라북도 전주시,430760000,424706000,98.595,4,7,4,3Q,101.258,99.201,100.08858333333332,0.6354246194236551,12
4759,각골초 보차도분리 개선공사 건설폐기물 처리용역,용역,경기도교육청 경기도안산교육지원청,10170000,10154000,99.843,5,7,3,3Q,100.807,99.238,100.0022142857143,0.48179953995753877,14
4760,매천동 475번지선 도로건설공사,공사,대구광역시 북구,40220000,40018000,99.498,4,7,4,3Q,100.789,99.47,100.05539999999999,0.5483514384042414,5
4761,연수여고 포장개선 및 부대시설공사 건설폐기물처리용역 수의계약 견적제출 안내공고,용역,인천광역시교육청 인천광역시동부교육지원청,14962200,14878000,99.437,4,7,3,3Q,101.504,99.081,99.92538461538463,0.6990067403658718,13
4762,중앙초 포장개선 및 부대시설공사 건설폐기물처리용역 수의계약 견적제출 안내공고,용역,인천광역시교육청 인천광역시동부교육지원청,19179600,19243000,100.331,4,7,3,3Q,101.504,99.081,99.92538461538463,0.6990067403658718,13
4763,인천신정중 급식소 증축공사 건설폐기물처리용역 수의계약 견적제출 안내공고,용역,인천광역시교육청 인천광역시동부교육지원청,24310000,24228000,99.663,4,7,3,3Q,101.504,99.081,99.92538461538463,0.6990067403658718,13
4766,의성군 모흥1리마을 LPG배관망 구축사업 건설폐기물 처리용역,용역,재단법인 한국엘피지배관망사업단,31416000,31423000,100.022,9,7,4,3Q,100.831,98.285,99.89784615384613,0.7717789888901561,13
4768,용오천 지방하천 정비공사 건설폐기물 처리용역(장기계속),용역,전라북도 정읍시,115800000,115665000,99.883,3,7,4,3Q,101.232,98.119,99.78391304347826,0.8141442195807085,23
4774,청계천 낡은 화장실 환경개선공사 건설폐기물 처리용역,용역,서울시설공단,5700000,5670000,99.474,4,7,3,3Q,100.849,98.616,99.89133333333332,0.7290661939436738,12
4782,경산역∼중산삼거리 아스콘 덧씌우기공사 건설폐기물처리용역,용역,경상북도 경산시,30700000,30656000,99.857,5,7,2,3Q,100.681,99.536,100.062,0.5056975380600546,5
4784,경원고등학교 다목적강당증축 및 기타공사 건설사업관리용역,용역,부산광역시교육청 경원고등학교,160537000,160844000,100.191,4,7,3,3Q,99.642,99.521,99.5815,0.0855599205235688,2
4785,연천군 하천유지관리 건설장비 임차용역,용역,경기도 연천군,28875000,28796000,99.726,4,7,3,3Q,100.899,98.982,99.8809090909091,0.6842093911289822,11
4787,매화초 외부환경 개선공사 건설폐기물 처리용역,용역,경기도교육청 경기도안산교육지원청,7645000,7602000,99.438,5,7,2,3Q,100.744,99.238,99.98216666666667,0.4313677682849643,12
4788,광덕중 보차도분리 개선공사 건설폐기물 처리용역,용역,경기도교육청 경기도안산교육지원청,14256000,14371000,100.807,5,7,2,3Q,100.744,99.238,99.98216666666667,0.4313677682849643,12
4789,다목적구장 개선공사 건설폐기물처리용역,용역,광주광역시교육청 살레시오고등학교,19440000,19238000,98.961,4,7,3,3Q,0.0,0.0,0.0,0.0,0
4803,조항천 외 2개 하천 재해복구사업 건설폐기물처리 용역,용역,경상북도,199000000,197783000,99.388,2,7,2,3Q,100.757,98.165,99.62095833333335,0.6437869266178503,24
4804,장흥~광적 국지도건설공사 문화재 시굴조사용역,용역,경기도,77363000,77661000,100.385,7,7,4,3Q,101.225,98.851,99.90707692307693,0.8491196874350185,13
4806,세종행복발전소 건설사업 종합설계기술 용역(천연가스 공급설비 설계 등) 하도급(계장분야),용역,(주)한국가스기술공사,45630200,45584000,99.899,2,7,2,3Q,99.821,99.821,99.821,,1
4807,일광지구 국도14호선 교통체계 개선공사 건설폐기물 처리용역,용역,부산도시공사,10379000,10253000,98.786,3,7,1,3Q,99.639,98.758,99.1655,0.36341940876440076,4
4808,부산항공무선표지소 외곽 경비울타리 교체 및 기타공사 건설사업관리용역,용역,한국공항공사 항로시설본부 인천항공교통시설단,43452350,43524000,100.165,3,7,1,3Q,0.0,0.0,0.0,0.0,0
4809,가칭)서남4중학교 신축공사 건설폐기물 운반용역,용역,대전광역시교육청,6627000,6661000,100.513,4,7,0,3Q,100.779,98.164,99.77325,0.7121249422210493,16
4810,가칭)서남4중학교 신축공사 건설페기물 처리용역,용역,대전광역시교육청,15558000,15558000,100.0,4,7,0,3Q,100.779,98.164,99.77325,0.7121249422210493,16
4811,2020년 건설폐기물(하수) 처리 용역 2차,용역,서울특별시 강남구,125678000,126300000,100.495,4,7,0,3Q,100.564,100.294,100.42166666666667,0.13559621430310204,3
4813,모전천(점촌교~공평제1저류지)정비공사 건설폐기물처리용역,용역,경상북도 문경시,40540000,40704000,100.405,4,7,0,3Q,100.467,98.963,99.88825000000001,0.4316973108345939,12
4814,[긴급] 가좌초 외부환경 개선공사 건설폐기물 처리용역,용역,경기도교육청 경기도고양교육지원청,14388000,14301000,99.395,3,7,0,3Q,100.953,98.633,99.918625,0.7503509536019998,8
4815,신례초 다목적강당 및 급식소 건설폐기물 처리용역 수의계약 견적제출 안내 공고,용역,제주특별자치도교육청 서귀포시교육지원청,27872000,27664000,99.254,2,7,2,3Q,101.127,98.708,99.79571428571428,0.9447408311781781,7
4816,"신정초(남관,서관) 내진보강공사 건설폐기물 처리 용역(중간처리)",용역,울산광역시교육청 울산광역시강남교육지원청,7286000,7306000,100.274,2,7,2,3Q,101.236,98.43,99.89835294117648,0.8842827560498155,17
4817,범서초 교사동 화장실개선공사 건설폐기물처리용역(중간처리),용역,울산광역시교육청 울산광역시강남교육지원청,42075000,42081000,100.014,2,7,2,3Q,101.236,98.43,99.89835294117648,0.8842827560498155,17
4818,[입찰대행] 병영초 운동장 정비공사 건설폐기물 처리용역 2인이상 견적제출 안내공고,용역,울산광역시교육청 울산광역시강북교육지원청,12770000,12734000,99.718,3,7,1,3Q,100.948,98.105,99.80079166666667,0.8498800416205378,24
4819,국가지원지방도 69호선(대동~매리) 건설구간내 도수관로 이설공사 DB구축용역,용역,부산광역시 상수도사업본부 시설관리사업소,34580000,34126000,98.687,2,7,2,3Q,0.0,0.0,0.0,0.0,0
4820,국가지원지방도 69호선(대동~매리) 건설구간내 도수관로 이설공사 폐기물처리용역,용역,부산광역시 상수도사업본부 시설관리사업소,38190000,38321000,100.343,2,7,2,3Q,0.0,0.0,0.0,0.0,0
4823,미아역 환경개선 건축공사에 따른 건설폐기물처리용역,용역,서울교통공사,37088920,37425000,100.906,3,7,0,3Q,101.307,98.153,99.80127906976745,0.8216717953741628,43
4824,예천군 두천리마을 LPG배관망 구축사업 건설폐기물 처리용역 소액수의 견적공고,용역,재단법인 한국엘피지배관망사업단,33231000,33507000,100.831,6,7,3,3Q,100.629,98.285,99.82008333333333,0.7510219048171333,12
4826,하남3지구 도시개발사업 시설물 보완공사(2차) 건설폐기물 처리용역,용역,광주광역시,18380000,18475000,100.517,2,7,1,3Q,101.373,98.625,99.79683333333334,0.7737323748420956,12
4829,보안면사무소 건설폐기물 처리 용역 전자입찰 공고,용역,전라북도 부안군,70364000,70518000,100.219,5,7,4,3Q,100.727,98.678,99.82300000000001,0.6839654962057659,11
4834,2019년 서천군 송석항 어촌뉴딜사업 건설공사(진입로 정비) 폐기물 처리용역,용역,한국어촌어항공단,41190000,40831000,99.128,7,7,3,3Q,100.488,98.482,99.58874999999999,0.9838663103626758,4
4836,"광역자원회수시설(통영,고성) 건설폐기물(폐아스콘) 처리용역",용역,한국환경공단 부산울산경남지역본부,47067500,47084000,100.035,6,7,4,3Q,0.0,0.0,0.0,0.0,0
4837,"광역자원회수시설(통영,고성) 건설폐기물(혼합건설폐기물 등) 처리용역",용역,한국환경공단 부산울산경남지역본부,21603390,21740000,100.632,6,7,4,3Q,0.0,0.0,0.0,0.0,0
4838,하동군 제2생활폐기물처리장 건설폐기물(폐콘크리트) 처리용역,용역,한국환경공단 부산울산경남지역본부,53735770,53925000,100.352,6,7,4,3Q,0.0,0.0,0.0,0.0,0
4839,천연동 골목길 재생 환경개선 공사 건설폐기물 처리용역,용역,서울특별시 서대문구,34958000,35264000,100.875,5,7,5,3Q,101.967,99.199,100.1834,1.0776981488338924,5
4840,서산하수처리장 증설 및 기능정상화 시설공사 건설폐기물(폐콘크리트) 처리용역,용역,한국환경공단 호남권지역본부,28259000,28126000,99.529,3,7,0,3Q,0.0,0.0,0.0,0.0,0
4841,용마초 포장 개선공사 건설폐기물 처리용역,용역,경기도용인교육청 용마초등학교,23056000,23153000,100.421,5,7,4,3Q,0.0,0.0,0.0,0.0,0
4843,정동고등학교 운동장 조성 관련 건설폐기물 처리용역 소액수의(총액) 견적 제출 안내 재공고,용역,대구광역시교육청 정동고등학교,20879000,20604000,98.683,5,7,5,3Q,99.261,99.261,99.261,,1
4844,(구)보성공공도서관 건설폐기물 처리용역,용역,전라남도교육청 전라남도보성교육지원청,94436000,95157000,100.763,5,7,4,3Q,101.688,100.126,100.72375,0.6732401131839957,4
4845,내가초 내진보강 및 외부환경개선공사 건설폐기물 처리용역 수의계약 견적제출 안내공고,용역,인천광역시교육청 인천광역시강화교육지원청,17204000,17232000,100.163,3,7,0,3Q,101.58,98.272,99.88083333333333,0.9397006131871155,12
4846,2020년 건설폐기물 처리용역,용역,서울특별시 상수도사업본부 암사아리수정수센터,30272000,30072000,99.339,3,7,0,3Q,0.0,0.0,0.0,0.0,0
4847,"서신초 외2교(팔탄초 대방분교, 화성월문초)보차도 분리개선공사 건설폐기물처리 용역",용역,경기도교육청 경기도화성오산교육지원청,6226000,6273000,100.755,5,7,4,3Q,100.322,98.835,99.6572,0.6413000077966643,5
4849,"2020년 동대문구, 중랑구 관내 상수도공사 건설폐기물처리용역",용역,서울특별시,179377000,178944000,99.759,2,7,0,3Q,101.432,98.257,100.00972093023255,0.7655375119290635,43
4853,(가칭)동탄2 주차전용건축물 건립공사 건설폐기물 처리용역 소액수의 견적제출 공고,용역,화성도시공사,54822000,54052000,98.595,5,7,4,3Q,0.0,0.0,0.0,0.0,0
4854,도림로 확장공사 건설폐기물 운반 및 처리,용역,서울특별시 영등포구,30129000,29946000,99.393,2,7,0,3Q,100.886,100.886,100.886,,1
4855,신정대로 개설공사[2구간] 건설폐기물 처리용역,용역,전라북도 남원시,21549000,21240000,98.566,4,7,4,3Q,101.145,99.202,100.06493333333331,0.5398001570246237,15
4856,옛다솜이야기원 조성공사 건설폐기물 처리용역,용역,전라북도 남원시,51465700,51278000,99.635,4,7,4,3Q,101.145,99.202,100.06493333333331,0.5398001570246237,15
4857,영동-보은 도로건설공사(정보통신),공사,조달청 충북지방조달청,624359000,624420000,100.01,2,7,0,3Q,101.432,99.516,100.31562500000001,0.652822429914904,8
4861,"도심빈집정비사업 건설폐기물 처리용역(삼학동,조촌동,수송동",용역,전라북도 군산시,24453000,24521000,100.278,2,7,0,3Q,100.891,98.249,99.8305,0.9211865838266564,10
4866,위례신도시 8호선 추가역 건설공사 기계분야 T.A.B 기술용역,용역,서울교통공사,43394890,43246000,99.657,2,7,0,3Q,101.307,98.153,99.80127906976745,0.8216717953741628,43
4867,언양고 내진보강 및 교육환경개선공사 건설폐기물처리(중간처리) 용역,용역,울산광역시교육청,50116000,50051000,99.87,2,7,0,3Q,101.211,98.178,99.70642857142856,1.3020662882693872,7
4868,"길음2,3리 일원 하수관거 정비공사 건설폐기물 처리용역",용역,경기도 평택시 상하수도사업소,71260000,70504000,98.939,5,7,4,3Q,99.718,99.02,99.369,0.4935605332682155,2
4869,수성초등학교 시청각실 대수선 및 기타공사 건설사업관리용역,용역,부산광역시교육청 부산광역시남부교육지원청,139779000,139028000,99.463,2,7,0,3Q,101.218,98.38,99.7243148148148,0.699248108963899,54
4871,순창군 인계면 농촌중심지 활성화사업(대행) 건설폐기물 처리용역,용역,전북개발공사,37774000,37923000,100.394,2,7,0,3Q,100.23,100.23,100.23,,1
4872,철산초 교실증축공사 건설폐기물 처리용역,용역,경기도교육청 경기도광명교육지원청,23925000,23608000,98.675,5,7,4,3Q,99.91,99.759,99.83449999999999,0.10677312395916602,2
4873,중리(노성산아래) 급경사지 붕괴위험지역 정비사업 건설폐기물처리용역,용역,강원도 평창군,40920000,41137000,100.53,2,7,0,3Q,100.761,98.741,99.722,0.7052339024344033,8
4874,아랫상리 재해위험개선지구 정비사업 건설폐기물처리용역,용역,강원도 평창군,53840000,53277000,98.954,2,7,0,3Q,100.761,98.741,99.722,0.7052339024344033,8
4876,삼산초 화장실 및 외부환경개선공사 건설폐기물 처리용역 수의계약 견적제출 안내 공고,용역,인천광역시교육청 인천광역시강화교육지원청,25280000,25278000,99.992,5,7,4,3Q,101.58,98.272,99.87072727272727,0.9848821341570861,11
4877,인천내항 상상플랫폼 조성사업(외부리모델링공사)건설폐기물처리 용역,용역,인천광역시,275605000,273223000,99.136,2,7,0,3Q,0.0,0.0,0.0,0.0,0
4879,구서여자중학교 외 1교(남산고) 화장실개량공사 건설폐기물처리용역,용역,부산광역시교육청 부산광역시동래교육지원청,22850000,22602000,98.915,2,7,0,3Q,100.983,98.849,99.84028571428573,0.6106672697023449,21
4880,"만덕초등학교 등 3교(대천리초,덕포여중) 교내보차도분리공사 건설폐기물 처리용역",용역,부산광역시교육청 부산광역시북부교육지원청,15920000,15902000,99.887,2,7,0,3Q,101.24,98.551,99.81123809523812,0.7145614426342494,63
4881,구학초등학교 교내 보차도분리공사 건설폐기물 처리용역,용역,부산광역시교육청 부산광역시북부교육지원청,12968000,12837000,98.99,2,7,0,3Q,101.24,98.551,99.81123809523812,0.7145614426342494,63
4882,소사벌 종합운동장 육상트랙 시설개선공사 건설폐기물처리 용역,용역,경기도 평택시,36670000,36844000,100.475,2,7,0,3Q,100.348,98.08,99.71545454545453,0.7529807917385899,11
4883,온남초 교사동 교육환경개선공사 건설폐기물처리용역(중간처리),용역,울산광역시교육청 울산광역시강남교육지원청,27632000,27466000,99.399,2,7,0,3Q,101.236,98.43,99.9295625,0.9035617646292912,16
4886,서울광역푸드뱅크센터 이전건립공사 건설폐기물처리용역,용역,서울특별시 도시기반시설본부,36993000,36733000,99.297,5,7,3,3Q,100.812,100.812,100.812,,1
4888,서울시립대학교 건설공학관 노후화장실 환경개선 공사,공사,서울특별시,231000000,228724000,99.015,4,7,4,3Q,101.432,98.257,100.03340476190476,0.7587051568947721,42
4890,의열기념공원 지장물 철거공사 건설폐기물처리용역,용역,경상남도 밀양시,46859000,46557000,99.356,4,7,4,3Q,101.132,98.2,99.6919090909091,0.8201133402823605,11
4891,쌍죽소하천정비사업 건설폐기물처리용역,용역,충청남도 아산시,255700000,255356000,99.865,5,7,2,3Q,101.804,98.394,100.0729375,0.948155153882176,16
4893,2020년 삼송지사 열수송시설 불연성 건설폐기물처리용역 단가계약,용역,한국지역난방공사 삼송지사,254774,254000,99.696,8,7,0,3Q,0.0,0.0,0.0,0.0,0
4895,동탄(2) 택지개발사업 부지조성 관리공사 건설폐기물처리용역,용역,경기주택도시공사,288801000,290891000,100.724,4,7,4,3Q,101.04,98.158,100.0558,1.1449996506549682,5
4896,마포아트센터 리모델링공사 건설폐기물처리 용역,용역,서울특별시 마포구,99574000,99582000,100.008,7,7,1,3Q,100.71,100.71,100.71,,1
4897,"부산영상예술고등학교 등 3교(상리초,부산남중) 건설폐기물처리용역",용역,부산광역시교육청 부산광역시서부교육지원청,67364000,67021000,99.491,7,7,1,3Q,101.308,98.566,99.75303846153845,0.7538413350709411,26
4898,지방도317호선(신촌교차로~쌍용자동차기숙사앞) 도로확포장공사 건설폐기물처리용역,용역,경기도 평택시,243155000,244001000,100.348,4,7,4,3Q,100.326,98.08,99.65220000000001,0.7622827996660213,10
4900,하신지구 배수개선사업 건설폐기물처리 용역,용역,한국농어촌공사 경남지역본부 합천지사,88270000,87994000,99.687,6,7,2,3Q,99.987,99.519,99.73833333333334,0.23537487829700676,3
4901,한밭초 다목적강당 증축 및 기타공사 건설폐기물 처리용역,용역,대전광역시교육청 대전광역시서부교육지원청,45892000,45524000,99.198,4,7,4,3Q,101.466,98.38,99.86011764705883,0.7470778939837149,34
4902,여고초등학교 외 1교(명서초) 화장실개량 및 기타공사 건설폐기물처리용역,용역,부산광역시교육청 부산광역시동래교육지원청,29100000,29237000,100.471,4,7,4,3Q,100.792,98.849,99.74694736842105,0.557233491224901,19
4903,한밭초 다목적강당 증축 및 기타공사 건설폐기물 운반용역,용역,대전광역시교육청 대전광역시서부교육지원청,21560000,21295000,98.771,4,7,4,3Q,101.466,98.38,99.86011764705883,0.7470778939837149,34
4904,범계중 합숙소 리모델링 공사 건설폐기물 처리용역,용역,경기도교육청 경기도안양과천교육지원청,8168000,8095000,99.106,5,7,3,3Q,100.67,98.421,99.84130434782607,0.6270118481396577,23
4905,구이중 외 1교(운주중) 외부환경개선공사 건설폐기물 처리 용역,용역,전라북도교육청 전라북도완주교육지원청,21999000,21716000,98.714,5,7,3,3Q,101.071,99.411,100.0518,0.49153813009097597,10
4906,부평북초 포장 및 배수로 개선공사 건설폐기물처리용역,용역,인천광역시교육청 인천광역시북부교육지원청,35992000,35985000,99.981,5,7,3,3Q,99.435,99.435,99.435,,1
4907,부일초 포장 및 담장개선공사 건설폐기물처리용역,용역,인천광역시교육청 인천광역시북부교육지원청,14871400,14705000,98.881,5,7,3,3Q,99.435,99.435,99.435,,1
4908,KTX울산역 역세권개발사업(2단계) 건설폐기물 처리용역,용역,울산광역시도시공사,33920000,34035000,100.339,5,7,3,3Q,98.907,98.907,98.907,,1
4909,해운대여중 화장실개량에 따른 건설폐기물 처리용역,용역,부산광역시해운대교육청 해운대여자중학교,16240000,16181000,99.637,5,7,3,3Q,99.808,99.808,99.808,,1
4910,[동작관악](긴급)영등포중 옹벽개선공사 건설폐기물처리용역,용역,서울특별시교육청 서울특별시동작관악교육지원청,34720000,34266000,98.692,4,7,4,3Q,100.997,99.425,100.18842857142859,0.5457440966676794,7
4911,"선원초 화장실 및 외벽,외부환경개선공사 건설폐기물 처리용역 견적제출 안내 공고",용역,인천광역시교육청 인천광역시강화교육지원청,25971000,25973000,100.008,4,7,3,3Q,101.58,98.963,100.20416666666665,1.1080083784280097,6
4912,양사초 외벽 및 외부환경개선공사 건설폐기물 처리용역 견적제출 안내 공고,용역,인천광역시교육청 인천광역시강화교육지원청,13288000,13205000,99.375,4,7,3,3Q,101.58,98.963,100.20416666666665,1.1080083784280097,6
4915,브니엘예술고등학교 화장실개량 및 기타공사 건설폐기물 처리용역,용역,부산광역시교육청 브니엘예술고등학교,25443000,25416000,99.894,4,7,3,3Q,100.126,100.126,100.126,,1
4918,마량항 내진보강공사 건설폐기물(폐콘크리트) 처리용역,용역,해양수산부 목포지방해양수산청,5829000,5806000,99.605,6,7,1,3Q,100.289,100.289,100.289,,1
4919,입암면 만화소하천 정비공사 건설폐기물 처리용역(긴급),용역,전라북도 정읍시,31731000,31407000,98.979,3,7,4,3Q,101.232,98.119,99.84626315789474,0.7891843075891902,19
4920,북면 장학소하천 장학1교 재설치공사 건설폐기물 처리용역(긴급),용역,전라북도 정읍시,24189000,24110000,99.673,3,7,4,3Q,101.232,98.119,99.84626315789474,0.7891843075891902,19
4921,산내면 자연동마을 소규모 수도시설 개량사업 건설폐기물 처리용역(긴급),용역,전라북도 정읍시,23881000,23525000,98.509,2,7,5,3Q,101.232,98.119,99.7967142857143,0.7726972979671372,21
4925,경혜여자고등학교 화장실개량 및 기타공사 건설폐기물 처리 용역,용역,부산광역시교육청 경혜여자고등학교,13321000,13163000,98.814,5,7,1,3Q,0.0,0.0,0.0,0.0,0
4926,신지초 노후화장실 환경개선공사 건설폐기물 처리 용역 소액수의 견적제출안내 공고,용역,경기도교육청 경기도동두천교육청 신지초등학교,10923000,10932000,100.082,5,7,1,3Q,0.0,0.0,0.0,0.0,0
4927,국도31호선 포항 흥해 대련 등 17개소 배수로정비공사 건설폐기물 처리용역,용역,국토교통부 부산지방국토관리청 포항국토관리사무소,27100000,27114000,100.052,4,7,2,3Q,100.102,99.22,99.70685714285712,0.32678404110943216,7
4929,국도31호선 포항 장기 계원리 지내 외 10개소 길어깨정비공사 건설폐기물 처리용역,용역,국토교통부 부산지방국토관리청 포항국토관리사무소,9339000,9362000,100.246,4,7,2,3Q,100.102,99.22,99.70685714285712,0.32678404110943216,7
4930,국지도49호선 포진~문막 도로건설공사 문화재 표본 시굴조사 용역,용역,강원도,130295000,130141000,99.882,7,7,0,3Q,100.811,98.621,99.95636363636363,0.74936990501718,11
4932,구로2동 주택가 공동주차장 건설사업(전기),공사,서울특별시 구로구,357188000,357720000,100.149,9,7,5,3Q,100.506,99.022,99.77,0.6133650354125703,4
4934,[긴급] 다솜초 보차도분리 개선공사 건설폐기물 처리용역,용역,경기도교육청 경기도고양교육지원청,8395200,8395000,99.998,5,7,1,3Q,100.953,98.633,99.80799999999999,0.8390427879435006,6
4935,군산신풍초 화장실 및 교사수선공사 건설폐기물처리용역,용역,전라북도교육청 전라북도군산교육지원청,29519000,29393000,99.573,5,7,2,3Q,101.062,98.794,99.80019999999999,0.7301789430604587,10
4936,잠원초 친환경운동장 조성공사 건설폐기물처리용역 견적(입찰)서 제출 공고,용역,경기도교육청 경기도수원교육지원청,35277000,35642000,101.035,5,7,1,3Q,100.91,98.69,99.76058823529411,0.7352439271105493,17
4938,불은초 교직원 공동사택 보수공사 건설폐기물처리용역 수의계약 견적 제출 안내 공고,용역,인천광역시교육청 인천광역시강화교육지원청,35970000,35597000,98.963,4,7,2,3Q,101.58,99.117,100.4524,1.0355939358648243,5
4939,도시재생지원센터 건립공사 건설사업관리용역,용역,울산광역시 울주군,82951000,82439000,99.383,4,7,2,3Q,100.831,98.258,99.90591666666666,0.7323374108519486,12
4941,회덕초등학교 외 1교(신탄진초) 건설폐기물 처리 용역,용역,대전광역시교육청 대전광역시동부교육지원청,24332000,24229000,99.577,5,7,2,3Q,101.801,98.366,99.7558717948718,0.709637720007343,39
4942,회덕초등학교 외 1교(신탄진초) 건설폐기물 운반 용역,용역,대전광역시교육청 대전광역시동부교육지원청,5291000,5292000,100.019,5,7,2,3Q,101.801,98.366,99.7558717948718,0.709637720007343,39
4943,대전대문초등학교 외 1교(충남여중) 내진보강공사 건설폐기물 처리 용역,용역,대전광역시교육청 대전광역시동부교육지원청,40975000,40484000,98.802,5,7,2,3Q,101.801,98.366,99.7558717948718,0.709637720007343,39
4944,대전대문초등학교 외 1교(충남여중) 내진보강공사 건설폐기물 운반 용역,용역,대전광역시교육청 대전광역시동부교육지원청,13035000,13179000,101.105,5,7,2,3Q,101.801,98.366,99.7558717948718,0.709637720007343,39
4945,건설폐기물처리용역(일산중-매립),용역,울산광역시교육청 울산광역시강북교육지원청,22462000,22675000,100.948,5,7,2,3Q,100.885,98.105,99.81575000000001,0.8755240761365368,20
4946,건설폐기물처리용역(양지초-매립),용역,울산광역시교육청 울산광역시강북교육지원청,15598000,15479000,99.237,5,7,2,3Q,100.885,98.105,99.81575000000001,0.8755240761365368,20
4947,건설폐기물처리용역(일산중-중간처리),용역,울산광역시교육청 울산광역시강북교육지원청,10384000,10307000,99.258,5,7,2,3Q,100.885,98.105,99.81575000000001,0.8755240761365368,20
4948,국도7호선 울진 기성 사동1 외 7개소 재해복구공사 건설폐기물 처리용역,용역,국토교통부 부산지방국토관리청 포항국토관리사무소,8261000,8310000,100.593,4,7,2,3Q,100.102,99.22,99.70685714285712,0.32678404110943216,7
4949,명동항 어촌뉴딜300사업 건설폐기물처리용역,용역,한국농어촌공사 경남지역본부 창원지사,90310000,90182000,99.858,3,7,4,3Q,99.619,99.619,99.619,,1
4953,구미시 무이리마을 LPG배관망 구축사업 건설폐기물 처리용역,용역,재단법인 한국엘피지배관망사업단,94776000,95145000,100.389,6,7,4,3Q,100.629,98.285,99.76836363636363,0.7649367650632692,11
4954,2020년 미아동 외 4개동 상수도공사 건설폐기물처리용역(장기계속단가계약),용역,서울특별시 상수도사업본부 북부수도사업소,11985000,12031000,100.384,2,7,2,3Q,101.646,99.48,100.563,1.5315932880500596,2
